scenario,scenario_type,replication,n_observations,x1_x2_corr,x2_clip_rate,probability_clip_rate,event_rate
beta_b_1.4,standard,44,200,-6.3897908050357816e-18,0.0,0.0,0.035
beta_b_1.4,standard,45,200,1.3104486383259559e-17,0.0,0.0,0.02
beta_b_1.4,standard,46,200,1.068888946473753e-17,0.0,0.0,0.06
beta_b_1.4,standard,47,200,-9.927097495157444e-18,0.0,0.0,0.02
beta_b_1.4,standard,48,200,1.4266161708625608e-17,0.0,0.0,0.02
beta_b_1.4,standard,49,200,-3.909991291364465e-18,0.0,0.0,0.045
beta_b_1.4,standard,50,200,1.4558386499745456e-17,0.0,0.0,0.04
beta_b_1.4,standard,51,200,1.1327497351999017e-17,0.0,0.0,0.035
beta_b_1.4,standard,52,200,5.49182199134121e-18,0.0,0.0,0.02
beta_b_1.4,standard,53,200,-4.213130771631659e-18,0.0,0.0,0.05
beta_b_1.4,standard,54,200,1.9404720221365117e-17,0.0,0.0,0.04
beta_b_1.4,standard,55,200,-8.068235998053659e-19,0.0,0.0,0.02
beta_b_1.4,standard,56,200,1.617383107361867e-17,0.0,0.0,0.02
beta_b_1.4,standard,57,200,3.798905224589913e-18,0.0,0.0,0.025
beta_b_1.4,standard,58,200,1.0195590970702356e-17,0.0,0.0,0.02
beta_b_1.4,standard,59,200,-5.461575137144015e-18,0.0,0.0,0.01
beta_b_1.4,standard,60,200,1.7461548047884763e-17,0.0,0.0,0.05
beta_b_1.4,standard,61,200,1.3828569509293559e-17,0.0,0.0,0.03
beta_b_1.4,standard,62,200,9.468995262984116e-18,0.0,0.0,0.025
beta_b_1.4,standard,63,200,3.798905224589914e-18,0.0,0.0,0.035
beta_b_1.4,standard,64,200,8.015803847547632e-18,0.0,0.0,0.015
beta_b_1.4,standard,65,200,-5.461575137144014e-18,0.0,0.0,0.07
beta_b_1.4,standard,66,200,1.869782902554205e-18,0.0,0.0,0.045
beta_b_1.4,standard,67,200,1.5160479769597607e-17,0.0,0.0,0.03
beta_b_1.4,standard,68,200,1.2477525586681565e-17,0.0,0.0,0.03
beta_b_1.4,standard,69,200,-1.700171087540078e-17,0.0,0.0,0.02
beta_b_1.4,standard,70,200,-8.812996244027834e-18,0.0,0.0,0.03
beta_b_1.4,standard,71,200,-2.9790409838967344e-18,0.0,0.0,0.04
beta_b_1.4,standard,72,200,1.6173831073618667e-17,0.0,0.0,0.085
beta_b_1.4,standard,73,200,1.3828569509293557e-17,0.0,0.0,0.065
beta_b_1.4,standard,74,200,-2.1397396438601747e-18,0.0,0.0,0.07
beta_b_1.4,standard,75,200,-4.672618265977248e-18,0.0,0.0,0.015
beta_b_1.4,standard,76,200,5.6153416015810574e-18,0.0,0.0,0.05
beta_b_1.4,standard,77,200,2.1059884578386152e-18,0.0,0.0,0.02
beta_b_1.4,standard,78,200,-1.2049481509230449e-17,0.0,0.0,0.07
beta_b_1.4,standard,79,200,-4.672618265977252e-18,0.0,0.0,0.065
beta_b_1.4,standard,80,200,1.5981134278132273e-18,0.0,0.0,0.03
beta_b_1.4,standard,81,200,-1.8757757964726487e-18,0.0,0.0,0.03
beta_b_1.4,standard,82,200,2.105988457838614e-18,0.0,0.0,0.02
beta_b_1.4,standard,83,200,1.4713320739111604e-17,0.0,0.0,0.04
beta_b_1.4,standard,84,200,1.1648782386138838e-17,0.0,0.0,0.035
beta_b_1.4,standard,85,200,3.798905224589913e-18,0.0,0.0,0.03
beta_b_1.4,standard,86,200,-2.6248875362780195e-18,0.0,0.0,0.04
beta_b_1.4,standard,87,200,-7.778607013508131e-18,0.0,0.0,0.03
beta_b_1.4,standard,88,200,6.217299159877455e-18,0.0,0.0,0.02
beta_b_1.4,standard,89,200,3.0683616862427975e-18,0.0,0.0,0.05
beta_b_1.4,standard,90,200,1.3101973801575322e-17,0.0,0.0,0.03
beta_b_1.4,standard,91,200,-1.4486092679363476e-18,0.0,0.0,0.05
beta_b_1.4,standard,92,200,1.7461548047884772e-17,0.0,0.0,0.02
beta_b_1.4,standard,93,200,2.6188946423595757e-18,0.0,0.0,0.055
beta_b_1.4,standard,94,200,-6.634851608868767e-20,0.0,0.0,0.04
beta_b_1.4,standard,95,200,1.1136048495223546e-17,0.0,0.0,0.05
beta_b_1.4,standard,96,200,1.2942941925872237e-17,0.0,0.0,0.035
beta_b_1.4,standard,97,200,1.2942941925872234e-17,0.0,0.0,0.04
beta_b_1.4,standard,98,200,1.455838649974546e-17,0.0,0.0,0.025
beta_b_1.4,standard,99,200,2.880080475863292e-18,0.0,0.0,0.005
beta_b_1.4,standard,100,200,7.289208139829392e-18,0.0,0.0,0.055
beta_b_1.8,standard,1,200,-6.082208675455836e-18,0.0,0.0,0.015
beta_b_1.8,standard,2,200,1.1327497351999013e-17,0.0,0.0,0.04
beta_b_1.8,standard,3,200,1.7789275647491888e-17,0.0,0.0,0.04
beta_b_1.8,standard,4,200,6.247818598351413e-19,0.0,0.0,0.07
beta_b_1.8,standard,5,200,1.1648782386138838e-17,0.0,0.0,0.04
beta_b_1.8,standard,6,200,-1.1342020171206112e-17,0.0,0.0,0.045
beta_b_1.8,standard,7,200,-6.082208675455836e-18,0.0,0.0,0.03
beta_b_1.8,standard,8,200,6.664458190363463e-18,0.0,0.0,0.03
beta_b_1.8,standard,9,200,-7.804713481084448e-18,0.0,0.0,0.035
beta_b_1.8,standard,10,200,1.2375378093857077e-17,0.0,0.0,0.025
beta_b_1.8,standard,11,200,-6.082208675455832e-18,0.0,0.0,0.04
beta_b_1.8,standard,12,200,1.1206711627488343e-18,0.0,0.0,0.035
beta_b_1.8,standard,13,200,-5.59539152347932e-18,0.0,0.0,0.06
beta_b_1.8,standard,14,200,7.191472702131566e-20,0.0,0.0,0.02
beta_b_1.8,standard,15,200,7.191472702131564e-20,0.0,0.0,0.055
beta_b_1.8,standard,16,200,-8.51217481910878e-18,0.0,0.0,0.07
beta_b_1.8,standard,17,200,2.1059884578386152e-18,0.0,0.0,0.05
beta_b_1.8,standard,18,200,3.798905224589913e-18,0.0,0.0,0.035
beta_b_1.8,standard,19,200,1.2412670766236412e-19,0.0,0.0,0.05
beta_b_1.8,standard,20,200,4.312481243036678e-18,0.0,0.0,0.025
beta_b_1.8,standard,21,200,1.2030366556195556e-17,0.0,0.0,0.015
beta_b_1.8,standard,22,200,5.491821991341209e-18,0.0,0.0,0.02
beta_b_1.8,standard,23,200,1.1327497351999017e-17,0.0,0.0,0.02
beta_b_1.8,standard,24,200,-7.013158982923564e-18,0.0,0.0,0.025
beta_b_1.8,standard,25,200,2.5667832135800375e-18,0.0,0.0,0.02
beta_b_1.8,standard,26,200,2.1059884578386152e-18,0.0,0.0,0.035
beta_b_1.8,standard,27,200,1.3101973801575321e-17,0.0,0.0,0.04
beta_b_1.8,standard,28,200,1.9075906686619696e-18,0.0,0.0,0.08
beta_b_1.8,standard,29,200,-3.909991291364464e-18,0.0,0.0,0.035
beta_b_1.8,standard,30,200,1.1206711627488349e-18,0.0,0.0,0.025
beta_b_1.8,standard,31,200,1.4558386499745456e-17,0.0,0.0,0.015
beta_b_1.8,standard,32,200,-8.512174819108774e-18,0.0,0.0,0.065
beta_b_1.8,standard,33,200,1.2942941925872237e-17,0.0,0.0,0.04
beta_b_1.8,standard,34,200,-7.80471348108445e-18,0.0,0.0,0.045
beta_b_1.8,standard,35,200,-7.804713481084451e-18,0.0,0.0,0.06
beta_b_1.8,standard,36,200,7.184738758092509e-18,0.0,0.0,0.02
beta_b_1.8,standard,37,200,1.337184364765359e-17,0.0,0.0,0.02
beta_b_1.8,standard,38,200,1.1583207525709552e-17,0.0,0.0,0.02
beta_b_1.8,standard,39,200,1.7789275647491888e-17,0.0,0.0,0.035
beta_b_1.8,standard,40,200,2.9644591979379672e-18,0.0,0.0,0.02
beta_b_1.8,standard,41,200,-4.6726182659772545e-18,0.0,0.0,0.055
beta_b_1.8,standard,42,200,3.715594229434638e-19,0.0,0.0,0.025
beta_b_1.8,standard,43,200,1.6173831073618683e-17,0.0,0.0,0.06
beta_b_1.8,standard,44,200,-6.3897908050357816e-18,0.0,0.0,0.07
beta_b_1.8,standard,45,200,1.3104486383259559e-17,0.0,0.0,0.04
beta_b_1.8,standard,46,200,1.068888946473753e-17,0.0,0.0,0.07
beta_b_1.8,standard,47,200,-9.927097495157444e-18,0.0,0.0,0.03
beta_b_1.8,standard,48,200,1.4266161708625608e-17,0.0,0.0,0.02
beta_b_1.8,standard,49,200,-3.909991291364465e-18,0.0,0.0,0.05
beta_b_1.8,standard,50,200,1.4558386499745456e-17,0.0,0.0,0.055
beta_b_1.8,standard,51,200,1.1327497351999017e-17,0.0,0.0,0.045
beta_b_1.8,standard,52,200,5.49182199134121e-18,0.0,0.0,0.035
beta_b_1.8,standard,53,200,-4.213130771631659e-18,0.0,0.0,0.05
beta_b_1.8,standard,54,200,1.9404720221365117e-17,0.0,0.0,0.04
beta_b_1.8,standard,55,200,-8.068235998053659e-19,0.0,0.0,0.02
beta_b_1.8,standard,56,200,1.617383107361867e-17,0.0,0.0,0.025
beta_b_1.8,standard,57,200,3.798905224589913e-18,0.0,0.0,0.03
beta_b_1.8,standard,58,200,1.0195590970702356e-17,0.0,0.0,0.03
beta_b_1.8,standard,59,200,-5.461575137144015e-18,0.0,0.0,0.02
beta_b_1.8,standard,60,200,1.7461548047884763e-17,0.0,0.0,0.065
beta_b_1.8,standard,61,200,1.3828569509293559e-17,0.0,0.0,0.035
beta_b_1.8,standard,62,200,9.468995262984116e-18,0.0,0.0,0.03
beta_b_1.8,standard,63,200,3.798905224589914e-18,0.0,0.0,0.04
beta_b_1.8,standard,64,200,8.015803847547632e-18,0.0,0.0,0.02
beta_b_1.8,standard,65,200,-5.461575137144014e-18,0.0,0.0,0.085
beta_b_1.8,standard,66,200,1.869782902554205e-18,0.0,0.0,0.055
beta_b_1.8,standard,67,200,1.5160479769597607e-17,0.0,0.0,0.035
beta_b_1.8,standard,68,200,1.2477525586681565e-17,0.0,0.0,0.035
beta_b_1.8,standard,69,200,-1.700171087540078e-17,0.0,0.0,0.035
beta_b_1.8,standard,70,200,-8.812996244027834e-18,0.0,0.0,0.04
beta_b_1.8,standard,71,200,-2.9790409838967344e-18,0.0,0.0,0.04
beta_b_1.8,standard,72,200,1.6173831073618667e-17,0.0,0.0,0.095
beta_b_1.8,standard,73,200,1.3828569509293557e-17,0.0,0.0,0.075
beta_b_1.8,standard,74,200,-2.1397396438601747e-18,0.0,0.0,0.09
beta_b_1.8,standard,75,200,-4.672618265977248e-18,0.0,0.0,0.02
beta_b_1.8,standard,76,200,5.6153416015810574e-18,0.0,0.0,0.055
beta_b_1.8,standard,77,200,2.1059884578386152e-18,0.0,0.0,0.025
beta_b_1.8,standard,78,200,-1.2049481509230449e-17,0.0,0.0,0.075
beta_b_1.8,standard,79,200,-4.672618265977252e-18,0.0,0.0,0.08
beta_b_1.8,standard,80,200,1.5981134278132273e-18,0.0,0.0,0.035
beta_b_1.8,standard,81,200,-1.8757757964726487e-18,0.0,0.0,0.04
beta_b_1.8,standard,82,200,2.105988457838614e-18,0.0,0.0,0.03
beta_b_1.8,standard,83,200,1.4713320739111604e-17,0.0,0.0,0.045
beta_b_1.8,standard,84,200,1.1648782386138838e-17,0.0,0.0,0.04
beta_b_1.8,standard,85,200,3.798905224589913e-18,0.0,0.0,0.035
beta_b_1.8,standard,86,200,-2.6248875362780195e-18,0.0,0.0,0.055
beta_b_1.8,standard,87,200,-7.778607013508131e-18,0.0,0.0,0.03
beta_b_1.8,standard,88,200,6.217299159877455e-18,0.0,0.0,0.03
beta_b_1.8,standard,89,200,3.0683616862427975e-18,0.0,0.0,0.055
beta_b_1.8,standard,90,200,1.3101973801575322e-17,0.0,0.0,0.05
beta_b_1.8,standard,91,200,-1.4486092679363476e-18,0.0,0.0,0.06
beta_b_1.8,standard,92,200,1.7461548047884772e-17,0.0,0.0,0.035
beta_b_1.8,standard,93,200,2.6188946423595757e-18,0.0,0.0,0.06
beta_b_1.8,standard,94,200,-6.634851608868767e-20,0.0,0.0,0.055
beta_b_1.8,standard,95,200,1.1136048495223546e-17,0.0,0.0,0.06
beta_b_1.8,standard,96,200,1.2942941925872237e-17,0.0,0.0,0.045
beta_b_1.8,standard,97,200,1.2942941925872234e-17,0.0,0.0,0.045
beta_b_1.8,standard,98,200,1.455838649974546e-17,0.0,0.0,0.03
beta_b_1.8,standard,99,200,2.880080475863292e-18,0.0,0.0,0.01
beta_b_1.8,standard,100,200,7.289208139829392e-18,0.0,0.0,0.07
beta_b_2,standard,1,200,-6.082208675455836e-18,0.0,0.0,0.03
beta_b_2,standard,2,200,1.1327497351999013e-17,0.0,0.0,0.04
beta_b_2,standard,3,200,1.7789275647491888e-17,0.0,0.0,0.04
beta_b_2,standard,4,200,6.247818598351413e-19,0.0,0.0,0.075
beta_b_2,standard,5,200,1.1648782386138838e-17,0.0,0.0,0.055
beta_b_2,standard,6,200,-1.1342020171206112e-17,0.0,0.0,0.05
beta_b_2,standard,7,200,-6.082208675455836e-18,0.0,0.0,0.03
beta_b_2,standard,8,200,6.664458190363463e-18,0.0,0.0,0.03
beta_b_2,standard,9,200,-7.804713481084448e-18,0.0,0.0,0.035
beta_b_2,standard,10,200,1.2375378093857077e-17,0.0,0.0,0.025
beta_b_2,standard,11,200,-6.082208675455832e-18,0.0,0.0,0.04
beta_b_2,standard,12,200,1.1206711627488343e-18,0.0,0.0,0.04
beta_b_2,standard,13,200,-5.59539152347932e-18,0.0,0.0,0.065
beta_b_2,standard,14,200,7.191472702131566e-20,0.0,0.0,0.02
beta_b_2,standard,15,200,7.191472702131564e-20,0.0,0.0,0.06
beta_b_2,standard,16,200,-8.51217481910878e-18,0.0,0.0,0.08
beta_b_2,standard,17,200,2.1059884578386152e-18,0.0,0.0,0.055
beta_b_2,standard,18,200,3.798905224589913e-18,0.0,0.0,0.045
beta_b_2,standard,19,200,1.2412670766236412e-19,0.0,0.0,0.05
beta_b_2,standard,20,200,4.312481243036678e-18,0.0,0.0,0.025
beta_b_2,standard,21,200,1.2030366556195556e-17,0.0,0.0,0.025
beta_b_2,standard,22,200,5.491821991341209e-18,0.0,0.0,0.02
beta_b_2,standard,23,200,1.1327497351999017e-17,0.0,0.0,0.035
beta_b_2,standard,24,200,-7.013158982923564e-18,0.0,0.0,0.03
beta_b_2,standard,25,200,2.5667832135800375e-18,0.0,0.0,0.02
beta_b_2,standard,26,200,2.1059884578386152e-18,0.0,0.0,0.04
beta_b_2,standard,27,200,1.3101973801575321e-17,0.0,0.0,0.045
beta_b_2,standard,28,200,1.9075906686619696e-18,0.0,0.0,0.09
beta_b_2,standard,29,200,-3.909991291364464e-18,0.0,0.0,0.04
beta_b_2,standard,30,200,1.1206711627488349e-18,0.0,0.0,0.035
beta_b_2,standard,31,200,1.4558386499745456e-17,0.0,0.0,0.02
beta_b_2,standard,32,200,-8.512174819108774e-18,0.0,0.0,0.065
beta_b_2,standard,33,200,1.2942941925872237e-17,0.0,0.0,0.045
beta_b_2,standard,34,200,-7.80471348108445e-18,0.0,0.0,0.05
beta_b_2,standard,35,200,-7.804713481084451e-18,0.0,0.0,0.085
beta_b_2,standard,36,200,7.184738758092509e-18,0.0,0.0,0.02
beta_b_2,standard,37,200,1.337184364765359e-17,0.0,0.0,0.025
beta_b_2,standard,38,200,1.1583207525709552e-17,0.0,0.0,0.02
beta_b_2,standard,39,200,1.7789275647491888e-17,0.0,0.0,0.035
beta_b_2,standard,40,200,2.9644591979379672e-18,0.0,0.0,0.03
beta_b_2,standard,41,200,-4.6726182659772545e-18,0.0,0.0,0.06
beta_b_2,standard,42,200,3.715594229434638e-19,0.0,0.0,0.03
beta_b_2,standard,43,200,1.6173831073618683e-17,0.0,0.0,0.065
beta_b_2,standard,44,200,-6.3897908050357816e-18,0.0,0.0,0.085
beta_b_2,standard,45,200,1.3104486383259559e-17,0.0,0.0,0.04
beta_b_2,standard,46,200,1.068888946473753e-17,0.0,0.0,0.08
beta_b_2,standard,47,200,-9.927097495157444e-18,0.0,0.0,0.035
beta_b_2,standard,48,200,1.4266161708625608e-17,0.0,0.0,0.03
beta_b_2,standard,49,200,-3.909991291364465e-18,0.0,0.0,0.05
beta_b_2,standard,50,200,1.4558386499745456e-17,0.0,0.0,0.06
beta_b_2,standard,51,200,1.1327497351999017e-17,0.0,0.0,0.06
beta_b_2,standard,52,200,5.49182199134121e-18,0.0,0.0,0.035
beta_b_2,standard,53,200,-4.213130771631659e-18,0.0,0.0,0.06
beta_b_2,standard,54,200,1.9404720221365117e-17,0.0,0.0,0.045
beta_b_2,standard,55,200,-8.068235998053659e-19,0.0,0.0,0.025
beta_b_2,standard,56,200,1.617383107361867e-17,0.0,0.0,0.04
beta_b_2,standard,57,200,3.798905224589913e-18,0.0,0.0,0.035
beta_b_2,standard,58,200,1.0195590970702356e-17,0.0,0.0,0.035
beta_b_2,standard,59,200,-5.461575137144015e-18,0.0,0.0,0.025
beta_b_2,standard,60,200,1.7461548047884763e-17,0.0,0.0,0.08
beta_b_2,standard,61,200,1.3828569509293559e-17,0.0,0.0,0.035
beta_b_2,standard,62,200,9.468995262984116e-18,0.0,0.0,0.035
beta_b_2,standard,63,200,3.798905224589914e-18,0.0,0.0,0.04
beta_b_2,standard,64,200,8.015803847547632e-18,0.0,0.0,0.035
beta_b_2,standard,65,200,-5.461575137144014e-18,0.0,0.0,0.085
beta_b_2,standard,66,200,1.869782902554205e-18,0.0,0.0,0.07
beta_b_2,standard,67,200,1.5160479769597607e-17,0.0,0.0,0.035
beta_b_2,standard,68,200,1.2477525586681565e-17,0.0,0.0,0.04
beta_b_2,standard,69,200,-1.700171087540078e-17,0.0,0.0,0.035
beta_b_2,standard,70,200,-8.812996244027834e-18,0.0,0.0,0.04
beta_b_2,standard,71,200,-2.9790409838967344e-18,0.0,0.0,0.045
beta_b_2,standard,72,200,1.6173831073618667e-17,0.0,0.0,0.095
beta_b_2,standard,73,200,1.3828569509293557e-17,0.0,0.0,0.075
beta_b_2,standard,74,200,-2.1397396438601747e-18,0.0,0.0,0.095
beta_b_2,standard,75,200,-4.672618265977248e-18,0.0,0.0,0.02
beta_b_2,standard,76,200,5.6153416015810574e-18,0.0,0.0,0.07
beta_b_2,standard,77,200,2.1059884578386152e-18,0.0,0.0,0.025
beta_b_2,standard,78,200,-1.2049481509230449e-17,0.0,0.0,0.095
beta_b_2,standard,79,200,-4.672618265977252e-18,0.0,0.0,0.095
beta_b_2,standard,80,200,1.5981134278132273e-18,0.0,0.0,0.04
beta_b_2,standard,81,200,-1.8757757964726487e-18,0.0,0.0,0.045
beta_b_2,standard,82,200,2.105988457838614e-18,0.0,0.0,0.035
beta_b_2,standard,83,200,1.4713320739111604e-17,0.0,0.0,0.05
beta_b_2,standard,84,200,1.1648782386138838e-17,0.0,0.0,0.05
beta_b_2,standard,85,200,3.798905224589913e-18,0.0,0.0,0.045
beta_b_2,standard,86,200,-2.6248875362780195e-18,0.0,0.0,0.075
beta_b_2,standard,87,200,-7.778607013508131e-18,0.0,0.0,0.035
beta_b_2,standard,88,200,6.217299159877455e-18,0.0,0.0,0.04
beta_b_2,standard,89,200,3.0683616862427975e-18,0.0,0.0,0.06
beta_b_2,standard,90,200,1.3101973801575322e-17,0.0,0.0,0.06
beta_b_2,standard,91,200,-1.4486092679363476e-18,0.0,0.0,0.07
beta_b_2,standard,92,200,1.7461548047884772e-17,0.0,0.0,0.05
beta_b_2,standard,93,200,2.6188946423595757e-18,0.0,0.0,0.065
beta_b_2,standard,94,200,-6.634851608868767e-20,0.0,0.0,0.08
beta_b_2,standard,95,200,1.1136048495223546e-17,0.0,0.0,0.06
beta_b_2,standard,96,200,1.2942941925872237e-17,0.0,0.0,0.06
beta_b_2,standard,97,200,1.2942941925872234e-17,0.0,0.0,0.05
beta_b_2,standard,98,200,1.455838649974546e-17,0.0,0.0,0.03
beta_b_2,standard,99,200,2.880080475863292e-18,0.0,0.0,0.01
beta_b_2,standard,100,200,7.289208139829392e-18,0.0,0.0,0.08
prop_0.3,standard,1,200,-5.470901568820748e-18,0.0,0.0,0.015
prop_0.3,standard,2,200,2.6188946423595765e-18,0.0,0.0,0.035
prop_0.3,standard,3,200,-4.672618265977255e-18,0.0,0.0,0.055
prop_0.3,standard,4,200,1.90759066866197e-18,0.0,0.0,0.08
prop_0.3,standard,5,200,5.308986980532073e-18,0.0,0.0,0.045
prop_0.3,standard,6,200,-4.672618265977255e-18,0.0,0.0,0.045
prop_0.3,standard,7,200,-2.830870019784007e-18,0.0,0.0,0.03
prop_0.3,standard,8,200,5.6153416015810574e-18,0.0,0.0,0.035
prop_0.3,standard,9,200,-1.436529974174532e-17,0.0,0.0,0.05
prop_0.3,standard,10,200,5.4444203218721724e-18,0.0,0.0,0.03
prop_0.3,standard,11,200,3.0683616862427987e-18,0.0,0.0,0.04
prop_0.3,standard,12,200,1.9075906686619696e-18,0.0,0.0,0.045
prop_0.3,standard,13,200,-1.2413714283527528e-17,0.0,0.0,0.065
prop_0.3,standard,14,200,-3.8056561669254906e-17,0.0,0.0,0.04
prop_0.3,standard,15,200,-5.470901568820745e-18,0.0,0.0,0.055
prop_0.3,standard,16,200,5.308986980532074e-18,0.0,0.0,0.07
prop_0.3,standard,17,200,1.2942941925872237e-17,0.0,0.0,0.05
prop_0.3,standard,18,200,2.7086668268020804e-20,0.0,0.0,0.065
prop_0.3,standard,19,200,5.308986980532074e-18,0.0,0.0,0.05
prop_0.3,standard,20,200,-1.5826155226951403e-18,0.0,0.0,0.025
prop_0.3,standard,21,200,-9.219636157133117e-18,0.0,0.0,0.02
prop_0.3,standard,22,200,-6.634851608868769e-20,0.0,0.0,0.015
prop_0.3,standard,23,200,4.76725361517166e-18,0.0,0.0,0.02
prop_0.3,standard,24,200,-4.672618265977252e-18,0.0,0.0,0.025
prop_0.3,standard,25,200,3.715594229434638e-19,0.0,0.0,0.025
prop_0.3,standard,26,200,5.308986980532073e-18,0.0,0.0,0.04
prop_0.3,standard,27,200,1.90759066866197e-18,0.0,0.0,0.035
prop_0.3,standard,28,200,-3.805656166925492e-17,0.0,0.0,0.08
prop_0.3,standard,29,200,-4.213130771631664e-18,0.0,0.0,0.04
prop_0.3,standard,30,200,2.6003201537299967e-18,0.0,0.0,0.045
prop_0.3,standard,31,200,1.3101973801575321e-17,0.0,0.0,0.015
prop_0.3,standard,32,200,5.308986980532077e-18,0.0,0.0,0.055
prop_0.3,standard,33,200,-4.672618265977254e-18,0.0,0.0,0.05
prop_0.3,standard,34,200,-4.67261826597725e-18,0.0,0.0,0.035
prop_0.3,standard,35,200,6.247818598351417e-19,0.0,0.0,0.05
prop_0.3,standard,36,200,1.1206711627488345e-18,0.0,0.0,0.02
prop_0.3,standard,37,200,-5.470901568820751e-18,0.0,0.0,0.03
prop_0.3,standard,38,200,-1.1266640566672771e-18,0.0,0.0,0.025
prop_0.3,standard,39,200,2.4316540391735e-18,0.0,0.0,0.055
prop_0.3,standard,40,200,1.203036655619555e-17,0.0,0.0,0.035
prop_0.3,standard,41,200,-1.4365299741745304e-17,0.0,0.0,0.05
prop_0.3,standard,42,200,9.081937443962935e-18,0.0,0.0,0.025
prop_0.3,standard,43,200,-1.1266640566672773e-18,0.0,0.0,0.055
prop_0.3,standard,44,200,-4.604119609164747e-17,0.0,0.0,0.05
prop_0.3,standard,45,200,-3.8056561669254906e-17,0.0,0.0,0.045
prop_0.3,standard,46,200,-2.8308700197840037e-18,0.0,0.0,0.07
prop_0.3,standard,47,200,-1.8198062511265235e-17,0.0,0.0,0.04
prop_0.3,standard,48,200,1.164878238613884e-17,0.0,0.0,0.02
prop_0.3,standard,49,200,-4.21313077163166e-18,0.0,0.0,0.065
prop_0.3,standard,50,200,-4.904261147555495e-18,0.0,0.0,0.05
prop_0.3,standard,51,200,-4.672618265977254e-18,0.0,0.0,0.06
prop_0.3,standard,52,200,-4.123111015888759e-18,0.0,0.0,0.035
prop_0.3,standard,53,200,-3.805656166925492e-17,0.0,0.0,0.055
prop_0.3,standard,54,200,-1.1342020171206117e-17,0.0,0.0,0.05
prop_0.3,standard,55,200,-4.672618265977256e-18,0.0,0.0,0.03
prop_0.3,standard,56,200,4.090086908471136e-18,0.0,0.0,0.035
prop_0.3,standard,57,200,1.6734952340166524e-17,0.0,0.0,0.025
prop_0.3,standard,58,200,-1.4486092679363476e-18,0.0,0.0,0.025
prop_0.3,standard,59,200,4.0900869084711374e-18,0.0,0.0,0.025
prop_0.3,standard,60,200,-8.512174819108774e-18,0.0,0.0,0.05
prop_0.3,standard,61,200,-4.672618265977254e-18,0.0,0.0,0.045
prop_0.3,standard,62,200,1.9075906686619696e-18,0.0,0.0,0.035
prop_0.3,standard,63,200,1.1206711627488349e-18,0.0,0.0,0.035
prop_0.3,standard,64,200,-4.672618265977255e-18,0.0,0.0,0.015
prop_0.3,standard,65,200,8.742399555265877e-18,0.0,0.0,0.085
prop_0.3,standard,66,200,-4.672618265977254e-18,0.0,0.0,0.045
prop_0.3,standard,67,200,4.866229861775687e-18,0.0,0.0,0.035
prop_0.3,standard,68,200,-6.0822086754558344e-18,0.0,0.0,0.035
prop_0.3,standard,69,200,-3.8056561669254924e-17,0.0,0.0,0.04
prop_0.3,standard,70,200,1.1206711627488341e-18,0.0,0.0,0.045
prop_0.3,standard,71,200,-5.595391523479321e-18,0.0,0.0,0.045
prop_0.3,standard,72,200,-7.097252143060113e-18,0.0,0.0,0.085
prop_0.3,standard,73,200,-4.672618265977252e-18,0.0,0.0,0.075
prop_0.3,standard,74,200,1.90759066866197e-18,0.0,0.0,0.105
prop_0.3,standard,75,200,-1.8198062511265232e-17,0.0,0.0,0.025
prop_0.3,standard,76,200,6.121587028572699e-18,0.0,0.0,0.055
prop_0.3,standard,77,200,-5.595391523479321e-18,0.0,0.0,0.035
prop_0.3,standard,78,200,1.9075906686619704e-18,0.0,0.0,0.09
prop_0.3,standard,79,200,-4.60411960916475e-17,0.0,0.0,0.085
prop_0.3,standard,80,200,-2.8308700197840064e-18,0.0,0.0,0.035
prop_0.3,standard,81,200,1.90759066866197e-18,0.0,0.0,0.04
prop_0.3,standard,82,200,9.507420562075294e-18,0.0,0.0,0.035
prop_0.3,standard,83,200,1.2375378093857082e-17,0.0,0.0,0.065
prop_0.3,standard,84,200,-1.618611530161734e-17,0.0,0.0,0.05
prop_0.3,standard,85,200,-5.682329467011447e-18,0.0,0.0,0.04
prop_0.3,standard,86,200,1.9075906686619704e-18,0.0,0.0,0.05
prop_0.3,standard,87,200,-9.927097495157444e-18,0.0,0.0,0.05
prop_0.3,standard,88,200,-6.237367060033787e-18,0.0,0.0,0.06
prop_0.3,standard,89,200,-5.47090156882075e-18,0.0,0.0,0.055
prop_0.3,standard,90,200,1.3101973801575322e-17,0.0,0.0,0.035
prop_0.3,standard,91,200,9.081937443962942e-18,0.0,0.0,0.055
prop_0.3,standard,92,200,-1.4486092679363453e-18,0.0,0.0,0.03
prop_0.3,standard,93,200,-4.604119609164748e-17,0.0,0.0,0.065
prop_0.3,standard,94,200,-5.47090156882075e-18,0.0,0.0,0.04
prop_0.3,standard,95,200,-2.830870019784006e-18,0.0,0.0,0.07
prop_0.3,standard,96,200,-5.4709015688207515e-18,0.0,0.0,0.05
prop_0.3,standard,97,200,-1.4486092679363459e-18,0.0,0.0,0.055
prop_0.3,standard,98,200,-8.0682359980536555e-19,0.0,0.0,0.025
prop_0.3,standard,99,200,7.191472702131565e-20,0.0,0.0,0.015
prop_0.3,standard,100,200,4.0900869084711374e-18,0.0,0.0,0.065
prop_0.4,standard,1,200,-4.6041196091647493e-17,0.0,0.0,0.015
prop_0.4,standard,2,200,-1.4425661493175427e-17,0.0,0.0,0.06
